mapchecks,steps,reward
0,18,43.02943725152285
3,31,28.37258300203047
5,32,28.201010126776666
4,28,32.61522368914976
2,29,29.958369439657375
1,22,38.61522368914976
1,25,34.786796564403566
4,30,30.201010126776662
1,25,34.786796564403566
2,26,35.02943725152285
3,31,28.78679656440357
1,22,39.02943725152285
2,26,35.02943725152285
4,35,23.544155877284286
2,29,30.786796564403566
1,23,37.61522368914976
2,28,31.786796564403566
0,19,42.02943725152285
2,25,36.02943725152285
2,26,34.61522368914976
10,48,12.615223689149762
3,30,29.372583002030467
2,26,34.201010126776666
3,27,33.61522368914976
2,26,34.61522368914976
6,35,24.78679656440357
0,20,40.61522368914976
4,35,23.95836943965738
3,30,29.372583002030467
0,20,40.61522368914976
5,37,22.786796564403573
1,25,34.78679656440356
2,24,36.61522368914976
1,24,36.20101012677666
1,25,35.201010126776666
7,41,18.786796564403573
5,37,23.61522368914976
0,21,39.61522368914976
3,30,29.786796564403566
1,24,36.201010126776666
0,19,42.02943725152285
0,22,38.20101012677666
5,34,25.78679656440357
1,23,37.61522368914976
6,38,21.372583002030478
2,24,37.02943725152285
1,24,36.20101012677666
4,33,26.372583002030474
1,21,40.02943725152285
10,47,11.544155877284284
3,30,28.95836943965738
3,28,32.61522368914976
1,23,37.61522368914976
1,26,33.786796564403566
1,24,36.20101012677666
0,23,36.37258300203047
1,25,34.37258300203047
3,28,33.02943725152285
0,20,41.02943725152285
2,25,35.61522368914976
1,24,35.786796564403566
1,23,37.61522368914976
0,20,41.02943725152285
3,29,30.786796564403566
0,21,39.61522368914976
1,22,38.61522368914976
2,23,38.02943725152285
1,22,38.61522368914976
5,36,24.61522368914976
0,23,36.786796564403566
8,42,18.201010126776666
1,22,39.02943725152285
3,28,32.201010126776666
3,29,31.201010126776662
3,28,31.786796564403566
1,23,37.20101012677666
4,34,25.786796564403566
1,25,34.786796564403566
2,27,33.61522368914976
0,18,43.02943725152285
1,22,38.61522368914976
3,30,30.201010126776666
1,25,34.37258300203047
0,22,38.20101012677666
1,23,38.02943725152285
2,28,31.786796564403566
1,24,36.61522368914976
1,22,38.61522368914976
3,28,32.201010126776666
1,23,37.201010126776666
1,26,33.37258300203047
8,45,15.20101012677667
1,26,33.37258300203047
6,38,21.78679656440357
1,23,37.61522368914976
2,28,30.958369439657375
0,21,39.201010126776666
2,26,34.201010126776666
0,19,41.61522368914976
0,19,42.02943725152285
1,26,33.786796564403566
0,19,42.02943725152285
1,24,36.61522368914976
2,23,38.02943725152285
3,27,33.201010126776666
4,34,26.61522368914976
1,23,37.201010126776666
0,20,40.201010126776666
0,20,41.02943725152285
0,19,42.02943725152285
1,24,36.20101012677666
1,23,37.20101012677666
1,24,36.201010126776666
2,27,32.37258300203047
1,24,36.201010126776666
1,22,39.02943725152285
5,31,29.61522368914976
1,22,39.02943725152285
5,33,26.786796564403566
5,37,21.95836943965738
0,20,40.61522368914976
1,25,35.61522368914976
3,29,31.201010126776662
6,36,24.201010126776666
4,31,29.201010126776662
1,22,39.02943725152285
0,19,42.02943725152285
3,28,32.61522368914976
2,25,35.61522368914976
2,26,34.201010126776666
2,29,29.544155877284275
1,22,38.61522368914976
1,22,38.61522368914976
6,37,22.786796564403573
0,22,38.20101012677666
2,27,32.786796564403566
1,24,36.20101012677666
0,20,41.02943725152285
1,23,37.201010126776666
0,21,39.201010126776666
0,19,42.02943725152285
2,27,32.786796564403566
1,23,37.61522368914976
2,28,31.786796564403563
1,23,37.61522368914976
4,32,28.201010126776662
1,22,39.02943725152285
3,30,30.201010126776662
5,36,24.201010126776666
2,27,33.20101012677666
2,27,32.786796564403566
5,37,21.958369439657382
1,22,39.02943725152285
2,28,31.786796564403566
1,25,35.201010126776666
1,24,35.786796564403566
2,26,34.201010126776666
2,29,29.129942314911183
6,38,21.786796564403573
1,23,37.61522368914976
1,24,35.786796564403566
2,28,32.201010126776666
0,20,40.61522368914976
1,24,36.61522368914976
4,30,30.201010126776662
4,33,26.786796564403566
3,29,30.786796564403566
3,31,29.201010126776666
6,40,18.958369439657382
0,19,42.02943725152285
1,24,36.20101012677666
0,21,39.201010126776666
4,31,29.615223689149758
2,25,36.02943725152285
3,30,29.786796564403563
0,22,38.20101012677666
6,39,19.544155877284286
5,35,25.201010126776666
4,29,31.615223689149758
3,31,28.37258300203047
1,23,37.61522368914976
2,25,35.61522368914976
1,22,38.61522368914976
0,21,39.201010126776666
1,25,34.78679656440356
1,26,33.786796564403566
2,29,29.958369439657375
7,42,16.544155877284286
5,34,26.201010126776666
2,27,33.20101012677666
0,19,42.02943725152285
0,20,40.201010126776666
2,24,37.02943725152285
2,28,32.201010126776666
4,30,30.615223689149758
1,22,38.61522368914976
5,34,25.786796564403573
0,20,40.201010126776666
0,23,35.958369439657375
2,24,37.02943725152285
3,30,30.615223689149758
1,22,38.201010126776666
1,23,36.78679656440356
3,28,32.201010126776666
0,20,40.201010126776666
1,26,34.201010126776666
2,27,32.78679656440356
4,33,26.78679656440357
0,21,39.61522368914976
1,22,38.61522368914976
3,29,31.20101012677666
4,32,28.201010126776662
1,25,34.786796564403566
2,25,35.61522368914976
0,23,36.78679656440356
5,34,25.78679656440357
3,32,27.37258300203047
1,26,32.958369439657375
3,28,32.61522368914976
3,28,31.786796564403566
4,32,28.201010126776662
2,28,32.61522368914976
9,45,15.201010126776666
2,27,33.61522368914976
0,19,42.02943725152285
0,24,35.37258300203047
1,21,40.02943725152285
2,27,33.201010126776666
0,20,40.61522368914976
0,21,39.201010126776666
3,31,28.786796564403566
1,22,38.61522368914976
3,33,25.958369439657375
2,26,34.20101012677666
2,28,30.958369439657375
1,22,38.61522368914976
0,19,41.61522368914976
3,38,19.71572875253809
2,25,35.61522368914976
1,25,35.20101012677666
2,23,38.02943725152285
3,27,33.61522368914976
0,19,42.02943725152285
4,28,33.02943725152285
2,27,32.78679656440356
0,19,42.02943725152285
1,23,37.20101012677666
1,22,38.61522368914976
5,33,26.37258300203047
2,24,37.02943725152285
2,25,35.201010126776666
1,24,36.61522368914976
2,24,37.02943725152285
0,19,42.02943725152285
1,24,36.20101012677666
1,23,37.61522368914976
0,19,41.61522368914976
3,26,35.02943725152285
0,20,40.201010126776666
1,24,36.201010126776666
1,25,34.786796564403566
2,25,34.786796564403566
0,21,39.201010126776666
1,23,37.61522368914976
0,21,39.201010126776666
0,20,40.61522368914976
2,27,33.20101012677666
1,25,34.78679656440356
2,25,35.61522368914976
3,30,30.615223689149758
2,27,32.78679656440356
3,30,29.786796564403566
3,30,30.615223689149758
7,43,15.544155877284288
1,21,40.02943725152285
0,22,38.20101012677666
0,18,43.02943725152285
0,20,40.61522368914976
1,21,40.02943725152285
2,28,32.201010126776666
1,24,36.201010126776666
4,36,22.544155877284282
0,21,39.20101012677666
2,28,31.372583002030467
1,23,37.61522368914976
0,18,43.02943725152285
2,26,34.61522368914976
0,19,41.61522368914976
1,25,35.61522368914976
6,36,24.20101012677667
1,24,36.201010126776666
5,35,25.201010126776666
1,23,37.61522368914976
2,25,35.61522368914976
4,29,31.615223689149758
0,21,39.61522368914976
1,23,37.61522368914976
0,21,39.20101012677666
0,22,38.201010126776666
8,38,21.786796564403573
2,25,35.61522368914976
1,28,30.544155877284275
3,31,29.201010126776666
1,23,37.61522368914976
0,19,42.02943725152285
7,38,22.201010126776666
5,32,28.615223689149758
0,23,36.786796564403566
0,19,41.61522368914976
2,27,33.61522368914976
1,27,32.37258300203047
1,23,37.61522368914976
0,20,41.02943725152285
2,25,35.61522368914976
0,20,41.02943725152285
1,26,33.37258300203047
2,26,34.201010126776666
2,32,26.12994231491118
1,22,38.61522368914976
2,28,31.786796564403566
4,36,23.372583002030474
3,32,27.786796564403566
4,35,24.78679656440357
2,28,32.201010126776666
0,18,43.02943725152285
1,25,34.786796564403566
1,24,36.201010126776666
2,30,28.54415587728428
0,20,40.61522368914976
1,24,36.201010126776666
1,24,36.20101012677666
4,30,29.786796564403566
3,25,36.02943725152285
2,25,35.61522368914976
2,26,34.201010126776666
1,24,36.20101012677666
1,25,35.61522368914976
0,21,39.61522368914976
2,26,34.61522368914976
4,32,28.20101012677666
1,24,36.20101012677666
2,27,33.201010126776666
2,25,35.201010126776666
4,29,31.201010126776666
1,21,40.02943725152285
2,27,33.61522368914976
0,20,40.61522368914976
2,30,28.958369439657375
6,39,20.78679656440357
1,22,38.61522368914976
4,33,26.786796564403566
4,32,28.615223689149758
3,28,31.786796564403566
0,23,36.37258300203047
1,22,38.61522368914976
7,40,18.958369439657382
1,23,37.61522368914976
0,19,42.02943725152285
0,22,37.786796564403566
2,25,35.61522368914976
0,23,36.78679656440356
0,21,39.201010126776666
1,23,37.61522368914976
0,20,40.61522368914976
0,22,38.20101012677666
4,34,24.544155877284286
1,23,37.61522368914976
1,23,38.02943725152285
1,23,37.20101012677666
0,18,43.02943725152285
2,28,31.37258300203047
1,24,36.201010126776666
0,19,42.02943725152285
0,21,39.20101012677666
6,41,18.78679656440357
2,32,26.544155877284282
2,26,34.61522368914976
1,29,29.95836943965737
3,26,34.61522368914976
1,27,32.786796564403566
3,28,32.20101012677666
1,27,32.78679656440356
1,22,39.02943725152285
6,39,20.786796564403573
11,47,13.201010126776666
5,38,21.78679656440357
0,21,39.201010126776666
3,25,36.02943725152285
1,25,34.786796564403566
2,26,34.201010126776666
2,27,33.201010126776666
2,26,34.201010126776666
3,30,30.201010126776662
0,18,43.02943725152285
1,26,33.37258300203047
2,27,32.786796564403566
5,36,22.95836943965738
0,21,39.201010126776666
1,27,31.958369439657375
2,26,34.61522368914976
2,30,29.786796564403566
1,24,36.20101012677666
0,22,38.20101012677666
1,23,37.201010126776666
0,23,36.37258300203047
1,24,36.61522368914976
3,31,28.786796564403566
6,35,24.786796564403573
0,22,38.20101012677666
1,24,36.61522368914976
0,19,42.02943725152285
0,19,42.02943725152285
3,28,32.61522368914976
5,39,19.544155877284282
0,20,40.61522368914976
5,34,26.615223689149758
5,35,25.201010126776666
2,28,32.61522368914976
1,24,36.201010126776666
2,24,37.02943725152285
2,27,33.61522368914976
2,24,36.61522368914976
2,26,34.61522368914976
4,31,29.615223689149758
2,27,32.786796564403566
4,34,26.615223689149758
2,26,34.201010126776666
5,33,27.201010126776666
4,29,31.615223689149758
2,26,34.201010126776666
1,24,36.201010126776666
0,23,36.78679656440356
1,24,36.61522368914976
2,23,38.02943725152285
3,29,31.201010126776662
1,23,37.201010126776666
0,20,40.61522368914976
0,21,39.61522368914976
0,19,42.02943725152285
3,30,30.20101012677666
1,23,37.201010126776666
0,20,40.61522368914976
6,40,19.786796564403573
2,26,34.61522368914976
2,26,34.201010126776666
1,25,35.20101012677666
4,34,26.201010126776662
5,37,22.372583002030474
1,22,38.61522368914976
3,29,31.201010126776662
2,29,31.201010126776662
1,25,34.786796564403566
3,29,31.201010126776662
2,27,32.786796564403566
1,23,37.61522368914976
4,32,27.37258300203047
1,22,38.61522368914976
2,24,36.61522368914976
2,26,33.786796564403566
0,20,40.61522368914976
1,23,37.61522368914976
1,24,36.20101012677666
1,24,36.61522368914976
2,27,32.37258300203047
4,36,22.54415587728428
1,24,36.61522368914976
6,34,25.786796564403566
1,24,36.201010126776666
0,21,39.201010126776666
5,34,26.201010126776666
1,23,37.201010126776666
0,22,37.37258300203047
3,30,30.615223689149758
9,42,18.61522368914976
2,29,30.786796564403566
3,29,31.615223689149758
0,23,36.786796564403566
0,19,42.02943725152285
1,22,38.61522368914976
2,27,32.37258300203047
1,25,34.78679656440356
1,22,39.02943725152285
2,27,32.37258300203047
2,25,35.61522368914976
0,22,38.20101012677666
2,29,30.37258300203047
0,19,42.02943725152285
0,20,41.02943725152285
0,20,40.61522368914976
2,26,34.61522368914976
0,22,38.20101012677666
0,19,42.02943725152285
1,24,35.786796564403566
1,24,35.78679656440356
0,19,42.02943725152285
0,19,42.02943725152285
1,26,33.37258300203047
4,31,28.78679656440357
2,25,35.201010126776666
5,43,15.54415587728429
1,24,36.61522368914976
3,30,30.20101012677666
3,28,31.786796564403566
1,27,31.958369439657375
0,21,39.61522368914976
1,22,39.02943725152285
16,62,-3.0416305603426217
3,33,27.201010126776666
1,24,36.201010126776666
4,35,24.372583002030474
1,26,33.37258300203047
3,30,29.786796564403566
5,34,26.201010126776666
1,24,36.61522368914976
3,30,29.786796564403566
1,23,37.61522368914976
0,21,39.61522368914976
3,27,33.61522368914976
3,34,24.544155877284282
0,21,39.20101012677666
1,23,37.61522368914976
2,30,29.37258300203047
2,25,35.61522368914976
8,46,14.20101012677667
0,19,42.02943725152285
0,22,38.201010126776666
0,21,39.61522368914976
1,26,33.37258300203047
0,20,40.201010126776666
4,29,31.61522368914976
0,20,40.61522368914976
1,25,34.786796564403566
1,24,36.201010126776666
0,21,39.61522368914976
0,21,39.20101012677666
0,22,38.201010126776666
0,20,40.61522368914976
0,20,40.61522368914976
0,21,39.61522368914976
1,22,38.61522368914976
6,37,23.201010126776666
1,23,37.61522368914976
0,21,39.20101012677666
1,22,38.61522368914976
0,20,40.61522368914976
4,30,30.201010126776666
1,22,39.02943725152285
2,26,34.20101012677666
4,33,27.615223689149758
1,22,38.61522368914976
1,24,36.20101012677666
0,23,36.78679656440356
3,28,32.201010126776666
3,30,30.201010126776666
2,26,34.61522368914976
2,25,35.61522368914976
0,21,39.61522368914976
3,27,34.02943725152285
1,25,35.20101012677666
5,35,24.78679656440357
5,34,25.786796564403566
2,26,34.201010126776666
1,25,35.20101012677666
2,24,36.61522368914976
1,22,38.61522368914976
0,20,40.61522368914976
7,41,19.61522368914976
0,20,41.02943725152285
2,26,34.61522368914976
2,25,36.02943725152285
2,28,32.201010126776666
3,30,30.615223689149758
2,25,35.20101012677666
5,32,28.615223689149758
2,30,29.372583002030467
2,29,30.37258300203047
1,22,38.61522368914976
0,19,42.02943725152285
0,21,38.786796564403566
9,45,14.78679656440357
2,26,33.78679656440357
0,20,40.201010126776666
5,36,24.201010126776666
2,32,26.129942314911183
0,21,39.201010126776666
0,19,42.02943725152285
3,28,31.37258300203047
1,24,36.61522368914976
1,22,38.61522368914976
1,22,39.02943725152285
4,30,30.615223689149758
4,31,28.786796564403566
3,31,28.372583002030474
4,30,29.78679656440357
1,23,37.201010126776666
3,31,28.37258300203047
3,29,31.201010126776666
0,21,39.20101012677666
2,25,35.61522368914976
3,27,33.201010126776666
2,27,33.201010126776666
1,25,35.201010126776666
2,29,29.958369439657375
1,28,30.12994231491118
1,22,38.61522368914976
6,36,22.95836943965738
3,26,34.61522368914976
2,29,30.37258300203047
0,21,39.20101012677666
1,26,33.786796564403566
3,31,29.201010126776662
2,26,34.61522368914976
1,22,38.61522368914976
2,31,27.958369439657375
1,22,38.61522368914976
2,30,29.372583002030467
2,27,33.20101012677666
2,25,35.201010126776666
4,31,28.786796564403566
1,24,37.02943725152285
3,24,37.02943725152285
5,33,27.201010126776662
3,30,29.786796564403566
3,29,31.615223689149758
3,30,29.786796564403566
0,19,41.61522368914976
1,22,39.02943725152285
0,22,38.201010126776666
3,26,34.61522368914976
0,21,39.61522368914976
2,27,33.20101012677666
0,21,39.61522368914976
0,19,41.61522368914976
5,35,25.201010126776666
1,25,35.201010126776666
2,26,34.201010126776666
1,26,34.20101012677666
4,29,31.615223689149754
1,25,34.78679656440356
0,19,42.02943725152285
4,32,27.786796564403566
5,33,25.958369439657375
7,42,16.958369439657382
2,27,33.201010126776666
3,30,29.786796564403566
0,20,40.61522368914976
2,25,35.61522368914976
10,46,12.958369439657378
3,30,29.37258300203047
8,35,25.201010126776666
0,19,42.02943725152285
1,24,35.78679656440356
1,26,33.786796564403566
3,32,26.958369439657375
0,18,43.02943725152285
2,31,27.958369439657375
0,20,40.61522368914976
5,41,18.372583002030478
8,41,17.958369439657382
2,29,31.20101012677666
1,23,37.61522368914976
2,30,28.54415587728428
1,21,40.02943725152285
1,26,33.37258300203047
1,23,37.61522368914976
2,28,32.20101012677666
4,34,26.201010126776666
1,21,40.02943725152285
2,25,36.02943725152285
1,22,38.61522368914976
4,29,31.61522368914976
4,32,27.372583002030474
5,36,24.201010126776662
5,35,23.95836943965738
2,27,33.201010126776666
4,34,25.786796564403566
7,36,23.786796564403573
2,25,35.201010126776666
1,26,33.37258300203047
0,20,40.61522368914976
5,36,23.786796564403573
3,27,33.201010126776666
6,38,21.372583002030478
5,33,27.201010126776662
1,24,36.61522368914976
3,29,31.201010126776666
1,25,34.78679656440356
3,27,33.61522368914976
9,43,16.78679656440357
4,35,24.78679656440357
1,25,34.786796564403566
0,18,43.02943725152285
2,25,35.201010126776666
0,23,36.786796564403566
0,21,39.201010126776666
2,27,33.201010126776666
1,23,37.61522368914976
0,21,39.61522368914976
0,21,38.786796564403566
1,25,34.786796564403566
1,23,37.61522368914976
2,29,31.201010126776662
2,26,34.201010126776666
0,21,39.201010126776666
8,43,17.20101012677667
2,26,34.20101012677666
0,19,42.02943725152285
0,21,39.61522368914976
1,25,35.201010126776666
1,23,37.61522368914976
4,32,28.201010126776662
1,25,34.786796564403566
1,22,38.61522368914976
1,23,38.02943725152285
6,38,21.786796564403573
6,38,22.201010126776666
1,24,36.20101012677666
6,38,20.95836943965738
0,18,43.02943725152285
2,26,34.61522368914976
4,33,26.78679656440357
0,20,40.61522368914976
1,22,39.02943725152285
5,34,26.201010126776666
0,21,39.61522368914976
0,19,42.02943725152285
2,27,33.201010126776666
1,23,37.201010126776666
3,29,31.201010126776662
0,21,39.61522368914976
2,26,34.201010126776666
2,28,31.37258300203047
2,28,32.201010126776666
0,20,40.61522368914976
1,23,37.61522368914976
1,25,34.78679656440356
2,27,32.786796564403566
0,20,40.61522368914976
0,22,37.78679656440356
1,25,35.61522368914976
1,23,37.61522368914976
1,24,36.201010126776666
1,25,34.78679656440356
1,23,37.201010126776666
2,26,34.201010126776666
0,19,41.61522368914976
1,23,37.201010126776666
5,35,25.201010126776666
0,22,37.37258300203047
0,20,40.61522368914976
2,28,32.61522368914976
1,25,35.20101012677666
0,19,42.02943725152285
2,26,34.201010126776666
5,32,28.201010126776662
0,18,43.02943725152285
1,25,34.37258300203047
4,31,28.786796564403566
6,39,20.372583002030478
1,24,36.201010126776666
3,27,33.201010126776666
2,28,31.37258300203047
0,21,39.201010126776666
0,19,41.61522368914976
0,20,40.61522368914976
2,24,36.61522368914976
2,26,34.201010126776666
7,39,20.78679656440357
2,27,33.61522368914976
1,25,35.20101012677666
5,34,25.786796564403566
1,24,36.20101012677666
2,24,37.02943725152285
3,28,32.201010126776666
2,27,33.61522368914976
2,28,31.372583002030467
2,24,36.61522368914976
0,21,39.61522368914976
1,24,36.201010126776666
3,30,30.201010126776662
2,28,32.201010126776666
2,25,35.61522368914976
7,40,18.95836943965738
1,24,36.20101012677666
4,33,25.958369439657375
2,27,32.786796564403566
3,29,31.201010126776662
3,31,29.201010126776662
2,29,30.372583002030467
4,31,28.372583002030474
1,25,34.786796564403566
3,30,29.786796564403566
1,24,36.20101012677666
4,30,30.201010126776666
6,35,25.201010126776662
5,34,25.786796564403573
1,24,36.61522368914976
1,22,38.61522368914976
2,26,34.201010126776666
0,22,37.78679656440356
2,28,32.20101012677666
1,26,33.786796564403566
1,23,37.20101012677666
2,26,34.201010126776666
3,29,31.201010126776662
2,27,33.201010126776666
1,22,38.61522368914976
1,23,37.201010126776666
0,21,39.61522368914976
3,31,28.372583002030467
5,32,29.029437251522854
0,19,41.61522368914976
1,25,34.78679656440356
1,24,36.20101012677666
3,28,32.61522368914976
4,32,26.129942314911183
0,19,42.02943725152285
1,22,39.02943725152285
0,20,40.61522368914976
1,24,36.20101012677666
3,28,31.78679656440357
1,21,40.02943725152285
1,25,35.201010126776666
2,28,31.786796564403566
1,24,36.20101012677666
0,20,41.02943725152285
3,32,27.78679656440357
2,25,35.61522368914976
3,29,32.02943725152285
2,28,31.786796564403566
6,40,19.37258300203048
1,23,37.61522368914976
1,21,40.02943725152285
3,32,27.786796564403566
0,21,39.20101012677666
1,24,36.61522368914976
0,21,39.201010126776666
0,20,40.61522368914976
1,24,36.61522368914976
1,23,37.61522368914976
0,19,42.02943725152285
0,24,35.37258300203047
1,23,37.201010126776666
5,36,23.78679656440357
6,37,23.61522368914976
0,21,39.201010126776666
1,23,37.61522368914976
1,23,37.20101012677666
0,20,40.61522368914976
4,33,26.786796564403566
3,30,29.37258300203047
1,25,35.201010126776666
2,25,35.61522368914976
1,23,37.61522368914976
3,28,32.201010126776666
2,26,34.201010126776666
0,20,40.61522368914976
3,34,25.372583002030474
1,23,37.61522368914976
0,20,41.02943725152285
1,27,31.958369439657375
3,30,29.37258300203047
1,24,36.201010126776666
1,22,38.61522368914976
0,21,39.201010126776666
2,27,32.37258300203047
2,29,30.78679656440357
2,27,33.20101012677666
2,24,36.61522368914976
5,36,23.78679656440357
2,23,38.02943725152285
5,35,25.61522368914976
1,24,35.786796564403566
2,25,35.61522368914976
1,23,37.61522368914976
0,22,38.201010126776666
1,24,36.201010126776666
0,20,40.61522368914976
1,21,39.61522368914976
1,26,33.78679656440356
0,22,38.201010126776666
3,32,27.372583002030474
3,31,29.20101012677666
0,21,39.20101012677666
0,18,43.02943725152285
0,20,40.61522368914976
1,21,40.02943725152285
3,29,30.78679656440357
3,33,26.786796564403566
5,32,27.786796564403566
0,20,40.61522368914976
1,25,35.20101012677666
3,28,32.61522368914976
1,23,37.61522368914976
1,21,40.02943725152285
1,24,36.61522368914976
3,30,30.201010126776662
0,20,41.02943725152285
0,20,40.61522368914976
3,27,33.201010126776666
3,29,30.78679656440357
3,33,25.544155877284282
1,24,36.61522368914976
3,29,30.786796564403566
1,22,38.61522368914976
3,26,34.61522368914976
0,21,39.61522368914976
0,21,39.61522368914976
1,23,37.61522368914976
0,19,42.02943725152285
1,25,35.201010126776666
3,28,33.02943725152285
6,35,24.786796564403573
2,27,32.786796564403566
0,20,40.61522368914976
3,30,29.37258300203047
0,20,40.61522368914976
1,24,36.61522368914976
1,26,32.958369439657375
1,24,36.20101012677666
2,27,33.20101012677666
1,23,37.61522368914976
5,34,26.201010126776666
4,33,26.78679656440357
0,21,39.201010126776666
3,29,31.20101012677666
1,24,36.61522368914976
4,32,27.786796564403563
3,30,29.786796564403566
1,21,40.02943725152285
1,25,34.786796564403566
0,19,42.02943725152285
2,27,32.786796564403566
2,28,31.786796564403563
10,44,16.615223689149758
1,23,38.02943725152285
0,18,43.02943725152285
0,22,38.201010126776666
2,26,34.61522368914976
1,25,35.201010126776666
1,21,40.02943725152285
1,27,31.544155877284275
0,21,39.61522368914976
1,23,37.201010126776666
0,19,42.02943725152285
0,19,42.02943725152285
1,24,36.20101012677666
2,27,32.78679656440356
9,40,19.372583002030478
0,20,40.61522368914976
3,32,27.37258300203047
0,23,36.78679656440356
2,24,36.61522368914976
2,25,35.201010126776666
8,41,18.372583002030474
1,27,31.95836943965737
2,27,32.786796564403566
1,23,37.61522368914976
0,22,38.201010126776666
3,29,31.615223689149758
3,27,32.786796564403566
0,21,39.61522368914976
9,41,19.61522368914976
0,21,39.61522368914976
4,32,27.786796564403566
7,39,20.786796564403573
1,23,37.61522368914976
3,31,28.37258300203047
5,35,25.615223689149758
0,20,40.61522368914976
0,21,39.201010126776666
0,23,36.78679656440356
4,29,31.201010126776662
0,18,43.02943725152285
0,19,42.02943725152285
1,23,37.61522368914976
2,28,32.61522368914976
3,28,32.61522368914976
10,49,9.958369439657378
1,22,38.61522368914976
5,36,24.201010126776666
0,20,40.61522368914976
4,34,25.786796564403566
8,46,13.78679656440357
4,32,27.37258300203047
3,30,29.37258300203047
0,19,42.02943725152285
3,31,29.615223689149758
12,55,4.372583002030471
3,27,33.61522368914976
5,32,28.201010126776662
1,24,35.786796564403566
5,35,24.372583002030478
0,23,36.786796564403566
4,31,29.201010126776662
1,25,35.201010126776666
1,26,33.78679656440356
0,20,40.61522368914976
1,21,40.02943725152285
1,23,37.61522368914976
